,Season,HomeTeam,AwayTeam,Result,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
3244,2015,Tottenham,Liverpool,D,0,0,1,0,0,1,6,13,12,4,3,15,11,8,6,1,2,0,0,2.5,3.5,3,2.5,3.2,2.95,2.5,3.2,2.75
3245,2015,Tottenham,Aston Villa,W,3,1,2,2,0,2,22,17,13,6,2,6,15,4,3,0,3,0,0,1.44,4.75,8,1.42,4.33,7.25,1.4,4.4,7.3
3246,2015,Tottenham,West Ham,W,4,1,2,2,0,2,3,22,10,12,4,13,9,7,6,2,2,0,0,1.57,4.2,6.5,1.57,4.1,5.25,1.6,3.7,5.4
3247,2015,Tottenham,Chelsea,D,0,0,1,0,0,1,24,9,5,4,1,14,9,4,4,4,2,0,0,2.6,3.4,2.9,2.6,3.1,2.9,2.6,3.2,2.6
3248,2015,Tottenham,Newcastle,L,1,2,0,1,0,2,31,20,8,8,4,13,14,6,2,2,2,0,0,1.36,5.5,9,,,,1.4,4.4,7.3
3249,2015,Tottenham,Norwich,W,3,0,2,2,0,2,23,15,11,10,3,4,13,9,4,1,2,0,0,1.4,4.75,8,1.42,4.4,7,1.45,4,7
3250,2015,Tottenham,Chelsea,W,5,3,2,3,1,2,29,11,19,8,7,14,10,5,3,3,1,0,0,5,3.75,1.8,4.25,3.6,1.8,4,3.45,1.85
3251,2015,Tottenham,Sunderland,W,2,1,2,1,1,1,4,25,8,8,4,14,8,6,6,1,2,0,0,1.62,4.2,6,1.62,3.9,5,1.55,3.9,5.6
3252,2015,Tottenham,Arsenal,W,2,1,2,0,1,0,20,23,7,8,3,8,12,10,3,3,5,0,0,3.25,3.5,2.3,3.1,3.2,2.3,3.1,3.3,2.2
3253,2015,Tottenham,West Ham,D,2,2,1,0,1,0,14,27,12,8,5,6,12,7,9,0,2,0,0,1.8,3.8,4.75,1.83,3.6,4,1.75,3.5,4.5
3254,2015,Tottenham,Swansea,W,3,2,2,1,1,1,24,20,10,7,5,14,7,6,4,1,0,0,0,1.75,3.8,5.25,1.75,3.5,4.75,1.7,3.6,4.7
3255,2015,Tottenham,Leicester,W,4,3,2,2,1,2,22,10,14,4,5,8,9,4,4,2,1,0,0,1.53,4,6,1.6,4,5.25,1.5,4,6.1
3256,2015,Tottenham,Aston Villa,L,0,1,0,0,1,0,19,14,10,3,3,11,12,9,6,3,2,0,1,1.62,4.2,6,1.62,4.1,5.5,1.55,3.9,5.6
3257,2015,Tottenham,Man City,L,0,1,0,0,1,0,1,21,15,5,4,6,11,8,7,3,4,0,0,3.75,3.75,2.05,3.6,3.6,2.05,3.6,3.3,2
3258,2015,Tottenham,Hull,W,2,0,2,0,0,1,3,10,14,3,2,10,6,6,8,3,1,0,0,1.8,3.8,4.75,1.75,3.8,4.25,1.7,3.8,4.3
3259,2014,Tottenham,QPR,W,4,0,2,3,0,2,3,18,9,5,1,12,6,7,6,0,1,0,0,1.45,4.75,8,1.48,4.25,7.75,1.45,4,7
3260,2014,Tottenham,Liverpool,L,0,3,0,0,1,0,29,7,17,1,8,14,11,7,3,0,4,0,0,2.7,3.5,2.7,2.7,3.2,2.7,2.6,3.2,2.6
3261,2014,Tottenham,West Brom,L,0,1,0,0,0,1,16,7,10,1,4,12,7,9,7,2,2,0,0,1.53,4.33,7,1.53,4,6,1.5,4,6.1
3262,2014,Tottenham,Southampton,W,1,0,2,1,0,2,23,9,7,4,3,15,9,10,5,2,1,0,0,2.2,3.5,3.5,2.2,3.5,3.3,2.1,3.3,3.3
3263,2014,Tottenham,Newcastle,L,1,2,0,1,0,2,3,17,8,2,2,9,12,10,2,2,4,0,0,1.75,3.9,5,1.8,3.75,4.6,1.7,3.6,4.7
3264,2014,Tottenham,Stoke,L,1,2,0,0,2,0,23,14,11,4,4,20,13,5,5,3,2,1,0,1.7,4,5.5,1.7,3.6,5,1.6,3.7,5.4
3265,2014,Tottenham,Everton,W,2,1,2,2,1,2,24,13,10,6,5,15,5,3,4,5,1,0,0,2.25,3.6,3.25,2.35,3.4,3.2,2.3,3.3,2.9
3266,2014,Tottenham,Crystal Palace,D,0,0,1,0,0,1,18,14,16,3,4,11,10,2,12,1,0,0,0,1.6,4.2,6,1.62,3.75,5.25,1.57,3.8,5.5
3267,2014,Tottenham,Burnley,W,2,1,2,2,1,2,23,23,9,6,5,9,8,9,6,1,0,0,0,1.5,4.5,7.5,1.5,4.1,6.25,1.5,4,6.1
3268,2014,Tottenham,Man United,D,0,0,1,0,0,1,14,9,9,4,5,11,19,3,6,2,4,0,0,3.25,3.6,2.3,3.1,3.5,2.3,3.1,3.2,2.25
3269,2014,Tottenham,Crystal Palace,W,2,0,2,0,0,1,24,10,14,4,2,12,12,5,11,1,2,0,0,1.36,5,10,1.34,4.75,9.25,1.37,4.6,7.5
3270,2014,Tottenham,Man City,L,1,5,0,0,1,0,1,4,24,2,10,11,10,3,5,1,4,1,0,3.75,3.75,2.05,3.5,3.6,2,3.6,3.3,2
3271,2014,Tottenham,Everton,W,1,0,2,0,0,1,21,8,11,2,3,9,13,9,7,1,0,0,0,2.1,3.5,3.75,2.05,3.3,3.6,2.1,3.3,3.3
3272,2014,Tottenham,Cardiff,W,1,0,2,1,0,2,29,15,8,6,2,11,12,4,7,1,3,0,0,1.33,5.25,12,1.31,5,9.75,1.35,4.8,7.6
3273,2014,Tottenham,Arsenal,L,0,1,0,0,1,0,22,17,7,2,3,18,11,5,2,5,3,0,0,3.1,3.4,2.45,2.95,3.2,2.4,2.75,3.3,2.4
3274,2014,Tottenham,Southampton,W,3,2,2,1,2,0,3,15,12,6,4,9,9,7,3,1,2,0,0,2.25,3.4,3.5,2.1,3.25,3.5,1.9,3.5,3.75
3275,2014,Tottenham,Sunderland,W,5,1,2,1,1,1,18,29,8,11,4,12,8,8,2,0,2,0,0,1.57,4.2,6.5,1.55,3.9,6,1.5,4,6.1
3276,2014,Tottenham,Fulham,W,3,1,2,1,1,1,19,14,11,5,4,8,11,4,5,0,1,0,0,1.5,4.2,6.5,1.45,4.33,6.75,1.55,4.1,5.2
3277,2014,Tottenham,Aston Villa,W,3,0,2,3,0,2,14,12,4,6,1,11,11,5,1,1,0,0,0,1.5,4.5,7.5,1.45,4.5,6.25,1.45,4,7
3278,2013,Tottenham,Swansea,W,1,0,2,0,0,1,26,19,7,5,5,10,15,8,3,1,4,0,0,1.62,4,6.5,1.57,3.75,6.25,1.5,4,6.1
3279,2013,Tottenham,Norwich,W,2,0,2,1,0,2,18,23,4,7,1,2,12,8,1,1,3,0,0,1.45,4.75,8,1.42,4.25,8,1.45,4,7
3280,2013,Tottenham,Chelsea,D,1,1,1,1,0,2,22,12,11,4,5,14,14,4,5,5,1,0,1,2.7,3.3,2.88,2.65,3.3,2.6,2.6,3.2,2.6
3281,2013,Tottenham,West Ham,L,0,3,0,0,0,1,19,14,16,4,5,5,9,6,7,0,0,0,0,1.44,4.75,8.5,1.42,4.4,7.75,1.45,4,7
3282,2013,Tottenham,Hull,W,1,0,2,0,0,1,24,15,10,6,4,13,10,6,4,3,3,0,0,1.44,4.75,8,1.4,4.2,8.75,1.4,4.4,7.3
3283,2013,Tottenham,Newcastle,L,0,1,0,0,1,0,4,31,8,14,4,5,15,11,4,1,2,0,0,1.57,4.33,6.5,1.5,4.2,6.25,1.53,3.85,6
3284,2013,Tottenham,Man United,D,2,2,1,1,1,1,22,10,8,4,3,9,15,7,7,1,3,0,0,2.8,3.5,2.63,2.75,3.3,2.5,2.6,3.2,2.6
3285,2013,Tottenham,Liverpool,L,0,5,0,0,2,0,14,9,21,0,10,17,15,2,9,3,0,1,0,2.5,3.4,3,2.55,3.3,2.7,2.4,3.3,2.75
3286,2013,Tottenham,West Brom,D,1,1,1,1,1,1,3,20,7,3,4,8,12,12,2,3,2,0,0,1.53,4.33,7,1.5,3.9,7,1.5,4,6.1
3287,2013,Tottenham,Stoke,W,3,0,2,1,0,2,16,20,2,7,1,6,14,6,1,2,2,0,0,1.44,4.33,8,1.45,4.2,7,1.5,4,6.1
3288,2022,Watford,Tottenham,L,0,1,0,0,0,1,32,6,21,4,9,6,9,3,7,0,1,0,0,5,4.2,1.61,5.25,4.2,1.6,5.25,4.1,1.63
3289,2022,Watford,Norwich,L,0,3,0,0,0,1,22,15,7,4,2,16,11,5,1,0,1,1,0,2,3.5,3.75,2.05,3.6,3.5,2.1,3.45,3.55
3290,2022,Watford,Brighton,L,0,2,0,0,1,0,14,9,11,1,6,16,9,4,5,3,2,0,0,3.5,3.3,2.05,3.5,3.3,2.1,3.6,3.25,2.15
3291,2022,Watford,Crystal Palace,L,1,4,0,1,2,0,1,8,7,1,5,12,9,6,4,2,1,0,0,3.1,3.3,2.3,3.3,3.25,2.25,3.2,3.15,2.4
3292,2022,Watford,Arsenal,L,2,3,0,1,2,0,6,13,16,7,4,5,11,1,5,1,2,0,0,6,4,1.57,6,3.9,1.58,6,4,1.6
3293,2022,Watford,Leeds,L,0,3,0,0,1,0,1,8,10,1,5,8,12,3,8,2,0,0,0,2.7,3.4,2.55,2.65,3.5,2.5,2.65,3.5,2.6
3294,2022,Watford,Brentford,L,1,2,0,0,1,0,35,17,16,4,5,11,9,6,5,2,1,0,0,2.7,3.3,2.55,2.8,3.2,2.55,2.8,3.25,2.6
3295,2022,Watford,Burnley,L,1,2,0,1,0,2,6,13,17,1,6,13,9,5,6,1,2,0,0,2.6,3.3,2.75,2.65,3.2,2.75,2.65,3.25,2.7
3296,2022,Watford,Everton,D,0,0,1,0,0,1,22,6,16,0,5,5,12,1,13,1,2,0,0,4.2,3.6,1.83,4.1,3.6,1.85,4.2,3.7,1.85
3297,2022,Watford,Leicester,L,1,5,0,1,2,0,13,13,13,5,7,4,6,7,3,0,1,0,0,3.8,3.5,1.95,3.5,3.6,2,3.6,3.7,2
3298,2021,Watford,Aston Villa,W,3,2,2,2,0,2,22,13,11,7,2,18,13,2,4,3,1,0,0,3.1,3.2,2.37,3.25,3.3,2.3,3.05,3.25,2.4
3299,2021,Watford,Wolves,L,0,2,0,0,0,1,28,6,14,2,5,15,13,6,8,3,3,0,0,3.4,3.2,2.25,3.3,3.25,2.3,3.3,3.15,2.3
3300,2021,Watford,Newcastle,D,1,1,1,0,1,0,13,15,20,4,6,19,12,5,6,4,3,0,0,2.2,3.4,3.3,2.25,3.3,3.3,2.25,3.35,3.3
3301,2021,Watford,Liverpool,L,0,5,0,0,2,0,14,6,19,2,8,4,10,1,9,0,0,0,0,8.5,5.5,1.33,8,5.25,1.35,7.75,5.25,1.37
3302,2021,Watford,Southampton,L,0,1,0,0,1,0,28,10,12,4,1,16,6,5,8,2,2,0,0,3.2,3.3,2.3,3.1,3.4,2.25,3.05,3.4,2.35
3303,2021,Watford,Man United,W,4,1,2,2,0,2,14,20,9,7,3,7,5,9,3,2,1,0,1,6.5,4.75,1.45,6,4.5,1.5,6,4.6,1.5
3304,2021,Watford,Chelsea,L,1,2,0,1,1,1,8,13,8,6,4,18,16,6,0,4,3,0,0,10,5.25,1.3,9.5,5.25,1.32,11,5.5,1.3
3305,2021,Watford,Man City,L,1,3,0,0,2,0,35,11,26,4,13,10,7,5,11,3,0,0,0,12,7,1.2,15.5,7.5,1.18,13,7,1.2
3306,2021,Watford,West Ham,L,1,4,0,1,2,0,9,14,13,5,6,12,12,4,5,0,1,0,0,3.4,3.6,2.1,3.3,3.5,2.15,3.2,3.55,2.2
3307,2020,Watford,Wolves,W,2,1,2,1,0,2,0,9,16,3,4,12,6,4,7,3,1,1,0,3,3.4,2.3,3.2,3.25,2.3,3.1,3.35,2.3
3308,2020,Watford,Tottenham,D,0,0,1,0,0,1,24,15,17,2,5,13,13,3,3,2,3,0,0,3.25,3.5,2.2,3.1,3.6,2.2,3.15,3.5,2.2
3309,2020,Watford,Everton,L,2,3,0,2,2,1,6,11,12,2,5,17,14,4,4,2,2,0,1,2.75,3.3,2.62,2.75,3.3,2.6,2.75,3.3,2.6
3310,2020,Watford,Liverpool,W,3,0,2,0,0,1,24,14,7,5,1,4,8,3,5,0,0,0,0,8,4.75,1.4,7.5,5,1.4,6.9,4.75,1.43
3311,2020,Watford,Leicester,D,1,1,1,0,0,1,6,8,15,4,2,15,12,2,7,0,1,0,0,3.6,3.5,2.05,3.3,3.6,2.15,3.6,3.5,2.05
3312,2020,Watford,Southampton,L,1,3,0,0,1,0,24,8,11,0,7,18,9,5,3,3,0,0,0,2.5,3.3,2.87,2.5,3.3,2.9,2.5,3.3,2.9
3313,2020,Watford,Norwich,W,2,1,2,1,1,1,3,9,12,4,3,11,15,4,3,2,4,0,0,1.7,3.75,5,1.72,3.7,5,1.77,3.65,4.8
3314,2020,Watford,Newcastle,W,2,1,2,0,1,0,6,17,8,5,4,23,15,2,4,1,4,0,0,1.8,3.6,4.5,1.83,3.6,4.5,1.8,3.55,4.55
3315,2020,Watford,Man City,L,0,4,0,0,2,0,24,2,26,0,10,14,11,0,8,2,0,0,0,8.5,5.5,1.33,9,5.75,1.3,8,5.25,1.35
3316,2019,Watford,Brighton,L,0,3,0,0,1,0,6,11,5,3,3,15,11,5,2,0,1,0,0,1.9,3.4,4,1.9,3.4,4.33,1.93,3.4,4.25
3317,2019,Watford,West Ham,L,1,3,0,1,1,1,5,23,16,3,10,12,11,8,7,1,1,0,0,2.05,3.5,3.5,2.1,3.6,3.4,2.1,3.6,3.4
3318,2019,Watford,Arsenal,D,2,2,1,0,2,0,3,31,10,7,4,14,4,7,1,3,3,0,0,3.6,3.6,2,3.8,3.8,1.91,3.9,3.7,1.9
3319,2019,Watford,Sheffield United,D,0,0,1,0,0,1,1,8,9,2,3,7,6,7,7,0,2,0,0,2.05,3.4,3.6,2.2,3.3,3.4,2.1,3.4,3.5
3320,2019,Watford,Bournemouth,D,0,0,1,0,0,1,22,7,15,3,5,14,8,5,10,5,3,0,0,2.15,3.6,3.25,2.2,3.5,3.2,2.2,3.55,3.25
3321,2019,Watford,Chelsea,L,1,2,0,0,1,0,3,12,16,3,10,8,5,1,6,4,2,0,0,5,4.33,1.61,4.75,4.2,1.65,4.9,4.2,1.65
3322,2019,Watford,Burnley,L,0,3,0,0,0,1,30,15,11,4,5,14,13,7,5,0,3,0,0,2.3,3.4,3.1,2.3,3.3,3.2,2.35,3.25,3.15
3323,2019,Watford,Crystal Palace,D,0,0,1,0,0,1,20,13,3,3,0,15,16,6,2,4,2,0,0,2.37,3.3,3.1,2.3,3.3,3.2,2.35,3.3,3.1
3324,2019,Watford,Man United,W,2,0,2,0,0,1,18,11,17,3,8,16,11,3,5,3,1,0,0,4.33,4,1.75,4.33,4,1.75,4.4,3.75,1.8
3325,2019,Watford,Aston Villa,W,3,0,2,1,0,2,35,20,11,6,2,16,9,6,3,3,1,1,0,1.95,3.8,3.6,1.95,3.7,3.7,2,3.7,3.6
3326,2019,Watford,Burnley,D,0,0,1,0,0,1,24,9,11,4,3,14,9,1,7,1,2,0,0,1.65,4,5.75,1.62,4,5.5,1.7,3.8,5
3327,2019,Watford,Everton,W,1,0,2,0,0,1,19,7,9,2,4,21,10,8,2,2,0,0,1,2.35,3.5,3.2,2.25,3.4,3.2,2.3,3.4,3.1
3328,2019,Watford,Leicester,W,2,1,2,1,0,2,14,6,14,5,2,15,12,1,5,5,1,0,0,2.55,3.3,3,2.45,3.2,3,2.45,3.3,2.95
3329,2019,Watford,Fulham,W,4,1,2,1,1,1,31,15,17,7,7,12,5,6,4,3,2,0,0,1.72,4,5,1.72,3.9,4.75,1.73,3.9,4.55
3330,2019,Watford,Arsenal,L,0,1,0,0,1,0,6,11,19,3,6,12,8,6,4,2,0,1,0,3.2,3.75,2.25,3.1,3.6,2.2,3.1,3.7,2.15
3331,2019,Watford,Southampton,D,1,1,1,0,1,0,22,15,8,4,4,10,14,3,4,5,2,0,0,2.25,3.5,3.4,2.2,3.4,3.4,2.25,3.4,3.2
3332,2019,Watford,Wolves,L,1,2,0,0,1,0,35,10,11,1,4,10,11,4,5,3,2,0,0,2.62,3.3,2.9,2.55,3.2,2.9,2.55,3.15,2.9
3333,2019,Watford,West Ham,L,1,4,0,0,2,0,5,17,16,8,9,10,10,7,2,1,0,1,0,2.25,3.75,3.2,2.2,3.7,3.1,2.2,3.75,3.05
3334,2018,Watford,Brighton,W,2,0,2,1,0,2,14,19,6,5,0,10,16,8,2,2,2,0,0,2.37,3.2,3.4,2.35,3.1,3.3,2.2,3.3,3.4
3335,2018,Watford,Crystal Palace,W,2,1,2,0,0,1,3,13,9,5,3,14,11,6,3,4,2,0,0,2.6,3.25,3,2.55,3.1,2.95,2.5,3.2,2.95
3336,2018,Watford,Tottenham,W,2,1,2,0,0,1,1,7,11,3,2,9,8,3,10,2,1,0,0,5.5,4.2,1.64,5.5,4.25,1.57,5.3,3.9,1.65
3337,2018,Watford,Man United,L,1,2,0,0,2,0,22,14,9,5,6,9,11,6,8,2,1,0,1,4.33,3.6,1.95,4.2,3.6,1.87,4.15,3.55,1.9
3338,2018,Watford,Bournemouth,L,0,4,0,0,3,0,14,14,10,2,7,11,9,10,7,3,1,1,0,2.14,3.6,3.5,2.1,3.6,3.4,2.1,3.55,3.4
3339,2018,Watford,Huddersfield,W,3,0,2,2,0,2,22,12,13,6,7,9,13,3,3,1,2,0,0,1.75,3.75,5.25,1.72,3.7,5,1.75,3.6,4.9
3340,2018,Watford,Liverpool,L,0,3,0,0,0,1,14,5,10,1,7,12,13,5,5,0,0,0,1,6.5,4.33,1.55,6,4.2,1.55,5.8,4.1,1.57
3341,2018,Watford,Man City,L,1,2,0,0,1,0,30,11,15,7,7,4,8,3,11,0,1,0,0,11,6,1.3,10.5,5.75,1.28,9.6,5.5,1.3
3342,2018,Watford,Cardiff,W,3,2,2,1,0,2,0,17,10,8,3,7,5,5,0,0,0,0,0,1.64,3.9,6,1.65,3.9,5.25,1.7,3.8,5
3343,2018,Watford,Chelsea,L,1,2,0,1,1,1,20,10,10,2,4,15,5,3,4,1,0,0,0,5.25,3.8,1.75,5,3.8,1.7,4.7,3.85,1.73
3344,2018,Watford,Newcastle,D,1,1,1,0,1,0,31,12,8,5,2,17,16,3,6,1,2,0,0,1.85,3.6,4,1.8,3.6,4.6,1.85,3.5,4.4
3345,2018,Watford,Southampton,D,2,2,1,0,2,0,31,16,10,4,4,11,13,5,4,0,5,0,0,2.5,3.39,3,2.4,3.3,3,2.4,3.3,2.95
3346,2018,Watford,Chelsea,W,4,1,2,1,0,2,22,21,7,8,3,11,8,6,2,2,2,0,1,6.25,4,1.61,6,4,1.57,5.5,4,1.6
3347,2018,Watford,Everton,W,1,0,2,0,0,1,3,13,7,5,2,10,9,6,5,3,1,0,0,2.25,3.39,3.5,2.2,3.2,3.5,2.35,3.3,3.05
3348,2018,Watford,West Brom,W,1,0,2,0,0,1,30,15,9,4,2,11,12,4,6,2,0,0,0,2.14,3.29,3.89,2,3.3,4,2,3.4,3.8
3349,2018,Watford,Bournemouth,D,2,2,1,1,1,1,1,16,13,5,6,16,6,7,4,4,0,0,0,2.29,3.29,3.1,2.3,3.4,3.1,2.3,3.2,3.25
3350,2018,Watford,Burnley,L,1,2,0,0,0,1,30,14,7,5,4,18,12,11,1,2,2,0,0,2.39,3.2,3.39,2.25,3.2,3.4,2.3,3.3,3.15
3351,2018,Watford,Crystal Palace,D,0,0,1,0,0,1,5,14,6,4,1,17,13,4,3,3,5,0,0,2.89,3.39,2.54,2.95,3.2,2.5,2.75,3.25,2.6
3352,2018,Watford,Newcastle,W,2,1,2,2,0,2,31,11,9,8,1,9,11,2,5,2,1,0,0,2.37,3.39,3.2,2.35,3.3,3.1,2.3,3.3,3.15
3353,2017,Watford,Liverpool,D,3,3,1,2,1,2,3,9,14,4,5,14,8,3,3,0,3,0,0,6,4.2,1.62,6,4.2,1.55,5.5,4,1.6
3354,2017,Watford,Brighton,D,0,0,1,0,0,1,10,8,16,0,2,7,18,3,11,0,1,1,0,1.91,3.4,4,1.9,3.5,4.25,1.85,3.5,4.3
3355,2017,Watford,Man City,L,0,6,0,0,3,0,3,7,28,1,10,8,6,3,11,2,0,0,0,9,6,1.33,9.25,5.25,1.33,8,5.3,1.35
3356,2017,Watford,Arsenal,W,2,1,2,0,1,0,26,11,9,2,6,8,10,2,5,1,0,0,0,5.25,4.33,1.65,5.25,4.1,1.62,4.6,3.7,1.75
3357,2017,Watford,Stoke,L,0,1,0,0,1,0,24,13,6,0,2,10,9,8,1,4,4,0,0,2.04,3.6,3.79,2.05,3.4,3.75,2.1,3.4,3.5
3358,2017,Watford,West Ham,W,2,0,2,1,0,2,1,17,10,7,6,13,10,3,1,1,4,0,0,2.1,3.5,3.75,2.1,3.25,3.7,2.2,3.35,3.3
3359,2017,Watford,Man United,L,2,4,0,0,3,0,14,12,15,3,7,12,10,5,5,2,1,0,0,5.25,3.89,1.72,5,3.75,1.7,5,3.7,1.7
3360,2017,Watford,Tottenham,D,1,1,1,1,1,1,20,6,8,2,2,16,8,7,2,4,1,0,1,5,4,1.72,4.75,3.9,1.72,4.5,3.6,1.8
3361,2017,Watford,Huddersfield,L,1,4,0,0,2,0,24,13,15,3,9,12,17,8,7,2,1,1,1,1.8,3.75,5,1.72,3.7,5,1.75,3.7,4.7
3362,2017,Watford,Leicester,W,2,1,2,1,1,1,5,11,11,1,5,7,13,8,8,3,3,0,0,2.54,3.5,2.87,2.5,3.5,2.75,2.5,3.3,2.85
3363,2017,Watford,Swansea,L,1,2,0,1,0,2,20,9,9,4,4,14,13,1,8,4,2,0,0,1.66,3.79,6,1.67,3.7,5.5,1.75,3.6,4.8
3364,2017,Watford,Tottenham,L,1,4,0,0,3,0,24,6,19,2,6,11,6,0,3,3,0,0,0,5.5,3.75,1.62,5.25,3.8,1.67,5,3.7,1.7
3365,2017,Watford,Middlesbrough,D,0,0,1,0,0,1,14,12,5,5,1,15,15,3,1,3,1,0,0,2.5,3.2,3.2,2.5,3.1,3.1,2.3,3.3,3.15
3366,2017,Watford,Burnley,W,2,1,2,2,0,2,24,16,11,7,7,12,10,3,6,5,0,0,1,2.15,3.3,3.9,2.1,3.25,3.8,2.1,3.4,3.5
3367,2017,Watford,West Ham,D,1,1,1,1,0,2,6,9,13,1,2,18,14,4,6,4,1,0,1,2.63,3.3,2.9,2.55,3.25,2.85,2.6,3.25,2.75
3368,2017,Watford,Southampton,L,3,4,0,1,2,0,14,16,20,4,11,16,9,6,5,3,2,0,0,3.6,3.4,2.2,3.5,3.2,2.2,3.15,3.3,2.3
3369,2017,Watford,Sunderland,W,1,0,2,0,0,1,19,23,11,10,3,12,8,13,9,1,3,0,0,1.85,3.6,4.75,1.83,3.6,4.5,1.85,3.5,4.3
3370,2017,Watford,West Brom,W,2,0,2,1,0,2,30,9,18,2,2,11,14,5,6,1,4,1,0,2.5,3.2,3.2,2.5,3.2,2.95,2.5,3.3,2.85
3371,2017,Watford,Swansea,W,1,0,2,1,0,2,18,15,13,7,4,8,13,6,2,0,0,0,0,2.4,3.3,2.9,2.35,3.2,3,2.4,3.4,2.9
3372,2017,Watford,Liverpool,L,0,1,0,0,1,0,6,9,12,2,8,11,9,3,5,3,1,0,0,5.75,4.5,1.5,6,4,1.53,6,4.5,1.5
3373,2017,Watford,Man City,L,0,5,0,0,4,0,14,6,15,3,9,12,10,4,5,1,0,0,0,11,6,1.3,9.75,6,1.28,11,5,1.3
3374,2016,Watford,Chelsea,L,1,2,0,0,0,1,14,6,13,2,4,20,10,0,5,4,3,0,0,5.5,3.8,1.73,5.5,3.7,1.67,4.2,3.5,1.8
3375,2016,Watford,Arsenal,L,1,3,0,0,3,0,16,14,10,6,7,18,15,3,2,6,1,0,0,5,3.75,1.73,5,3.75,1.72,4.5,3.5,1.75
3376,2016,Watford,Man United,W,3,1,2,1,0,2,24,10,15,5,2,14,19,5,7,3,4,0,0,6,4.2,1.62,5.5,4,1.62,5.5,4,1.6
3377,2016,Watford,Bournemouth,D,2,2,1,0,1,0,22,17,11,7,2,17,12,4,5,3,4,0,0,2.38,3.3,3.3,2.3,3.25,3.25,2.2,3.15,3.5
3378,2016,Watford,Hull,W,1,0,2,0,0,1,14,22,8,0,2,13,8,7,2,1,2,0,0,1.75,3.75,5.25,1.72,3.75,5,1.75,3.6,4.8
3379,2016,Watford,Leicester,W,2,1,2,2,1,2,26,10,10,3,2,12,18,4,6,2,3,0,0,2.8,3.3,2.75,2.7,3.3,2.65,2.7,3.2,2.7
3380,2016,Watford,Stoke,L,0,1,0,0,1,0,33,11,14,2,1,24,14,3,3,3,0,1,0,2.4,3.3,3.3,2.3,3.3,3.2,2.4,3.3,2.95
3381,2016,Watford,Everton,W,3,2,2,1,1,1,3,11,11,6,4,11,16,2,4,2,2,0,0,3.1,3.4,2.45,3,3.3,2.4,2.95,3.3,2.4
3382,2016,Watford,Crystal Palace,D,1,1,1,0,1,0,21,9,10,3,4,18,17,7,3,2,4,0,0,2.5,3.3,2.9,2.4,3.2,2.9,2.3,3.3,3.15
3383,2016,Watford,Man City,L,1,2,0,0,0,1,20,11,16,3,5,6,10,4,5,1,0,0,0,5,4,1.75,4.75,3.75,1.75,4.7,3.6,1.7
3384,2016,Watford,Newcastle,W,2,1,2,0,0,1,1,13,11,5,2,10,12,2,7,2,1,0,0,2.05,3.5,4,2.1,3.4,3.3,2,3.3,3.6
3385,2016,Watford,Chelsea,D,0,0,1,0,0,1,22,12,12,3,4,10,13,7,7,2,1,0,0,4.33,3.5,1.95,4.1,3.4,1.95,3.6,3.3,2
3386,2016,Watford,Bournemouth,D,0,0,1,0,0,1,3,14,11,1,3,14,17,4,5,3,1,0,0,2.38,3.25,3,2.35,3.1,3.1,2.2,3.2,3.2
3387,2016,Watford,Leicester,L,0,1,0,0,0,1,14,11,14,4,7,10,11,3,8,2,2,0,0,3,3.4,2.55,2.7,3.4,2.45,3,3.2,2.3
3388,2016,Watford,Stoke,L,1,2,0,0,1,0,6,9,9,4,6,10,14,9,2,3,1,0,0,2.4,3.25,3.3,2.4,3.1,3,2.4,3.2,2.85
3389,2016,Watford,Everton,D,1,1,1,1,1,1,16,13,12,5,7,13,10,7,6,2,1,0,0,3.4,3.3,2.15,3.4,3.25,2.15,2.95,3.1,2.4
3390,2016,Watford,Aston Villa,W,3,2,2,1,1,1,3,18,7,6,2,14,10,8,4,2,3,0,1,1.7,3.8,5.75,1.67,3.8,5.25,1.6,3.9,5
3391,2016,Watford,Sunderland,D,2,2,1,0,1,0,16,21,6,6,4,11,10,7,4,1,0,0,0,2.05,3.75,3.7,2.05,3.3,3.6,2.2,3.3,3.1
3392,2015,Watford,West Brom,D,0,0,1,0,0,1,30,16,6,5,0,13,10,2,4,1,2,0,0,2.3,3.4,3.4,2.3,3.2,3.1,2.4,3.2,2.85
3393,2015,Watford,Southampton,D,0,0,1,0,0,1,1,13,14,0,5,10,11,5,2,0,2,0,0,2.8,3.3,2.75,2.65,3.25,2.6,2.6,3.2,2.6
3394,2015,Watford,Swansea,W,1,0,2,0,0,1,33,17,8,6,3,11,14,1,3,1,1,1,0,2.75,3.4,2.75,2.7,3.2,2.7,2.6,3.2,2.6
3395,2015,Watford,Crystal Palace,L,0,1,0,0,0,1,3,15,16,2,3,17,22,6,4,4,4,0,0,2.5,3.3,3.1,2.5,3.2,2.8,2.5,3.2,2.75
3396,2015,Watford,Arsenal,L,0,3,0,0,0,1,23,8,17,1,6,11,12,3,9,2,1,0,0,6,4.2,1.62,5,4.1,1.6,5,3.9,1.6
3397,2015,Watford,West Ham,W,2,0,2,1,0,2,17,20,8,5,3,16,12,7,2,3,0,0,1,2.6,3.4,2.9,2.6,3.2,2.7,2.6,3.2,2.6
