Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
10/4/2016,Sunderland,Leicester,0,2,0,0,0,1,3,15,17,1,7,9,9,1,7,1,1,0,0,3.4,3.4,2.1,3.3,3.4,2.1,3.3,3.3,2.1
10/4/2016,Tottenham,Man United,3,0,2,0,0,1,22,16,5,8,1,10,10,2,7,3,3,0,0,1.91,3.5,4.0,1.91,3.3,4.1,2.1,3.3,3.3
13/04/2016,Crystal Palace,Everton,0,0,1,0,0,1,23,18,9,6,5,7,9,10,7,0,1,0,1,2.9,3.4,2.6,2.95,3.2,2.4,2.95,3.1,2.4
16/04/2016,Chelsea,Man City,0,3,0,0,1,0,22,11,11,4,8,12,15,11,3,2,3,1,0,2.75,3.4,2.7,2.4,3.4,2.75,2.6,3.2,2.6
16/04/2016,Everton,Southampton,1,1,1,0,0,1,6,7,18,2,4,8,14,3,10,1,1,0,0,2.7,3.4,2.8,2.5,3.25,2.75,2.5,3.3,2.65
16/04/2016,Man United,Aston Villa,1,0,2,1,0,2,16,13,7,4,1,9,10,14,3,0,1,0,0,1.22,7.0,17.0,1.2,6.0,15.0,1.2,5.8,13.0
16/04/2016,Newcastle,Swansea,3,0,2,1,0,2,18,12,11,7,1,13,9,3,7,2,1,0,0,2.3,3.4,3.4,2.25,3.2,3.2,2.3,3.3,2.9
16/04/2016,Norwich,Sunderland,0,3,0,0,1,0,1,19,8,6,3,7,11,14,0,2,2,0,0,2.4,3.3,3.25,2.25,3.25,3.1,2.3,3.2,3.0
16/04/2016,West Brom,Watford,0,1,0,0,1,0,24,16,11,4,4,11,17,9,3,0,3,0,0,2.4,3.2,3.4,2.3,3.1,3.2,2.3,3.1,3.1
17/04/2016,Arsenal,Crystal Palace,1,1,1,1,0,2,31,21,7,6,2,7,13,10,5,0,2,0,0,1.33,5.75,9.5,1.33,5.0,8.75,1.3,5.0,9.0
17/04/2016,Bournemouth,Liverpool,1,2,0,0,2,0,23,18,19,5,6,9,9,5,4,0,0,0,0,3.6,3.5,2.15,3.3,3.4,2.1,3.3,3.3,2.1
17/04/2016,Leicester,West Ham,2,2,1,1,0,2,14,6,19,2,4,14,14,0,5,1,3,1,0,1.95,3.6,4.2,1.95,3.4,3.75,2.0,3.3,3.6
18/04/2016,Stoke,Tottenham,0,4,0,0,1,0,26,12,23,2,6,12,12,5,3,2,0,0,0,4.5,3.75,1.85,4.1,3.5,1.85,4.0,3.45,1.85
19/04/2016,Newcastle,Man City,1,1,1,1,1,1,16,5,9,3,5,13,8,5,3,3,2,0,0,6.0,4.5,1.57,5.25,4.25,1.55,5.4,3.7,1.6
20/04/2016,Liverpool,Everton,4,0,2,2,0,2,33,37,3,13,0,8,11,9,1,1,1,0,1,1.73,4.0,5.0,1.7,3.75,4.75,1.75,3.5,4.5
20/04/2016,Man United,Crystal Palace,2,0,2,1,0,2,18,16,5,10,0,13,7,10,2,1,2,0,0,1.53,4.33,7.0,1.53,4.0,6.0,1.55,4.0,5.5
20/04/2016,West Ham,Watford,3,1,2,2,0,2,22,18,7,7,4,11,17,4,2,0,2,0,1,1.57,4.33,6.5,1.53,4.0,6.0,1.65,3.6,5.1
21/04/2016,Arsenal,West Brom,2,0,2,2,0,2,14,16,8,7,1,14,14,2,6,0,1,0,0,1.29,6.0,13.0,1.22,5.75,13.5,1.25,5.5,10.3
23/04/2016,Aston Villa,Southampton,2,4,0,1,2,0,26,16,17,7,7,8,9,6,11,2,0,0,0,7.5,4.2,1.53,6.0,4.0,1.53,6.1,4.0,1.5
23/04/2016,Bournemouth,Chelsea,1,4,0,1,2,0,31,13,16,4,4,11,4,10,7,1,0,0,0,3.1,3.5,2.4,2.9,3.3,2.35,2.65,3.3,2.5
23/04/2016,Liverpool,Newcastle,2,2,1,2,0,2,1,13,6,4,3,8,17,5,4,1,1,0,0,1.57,4.5,6.0,1.57,4.2,5.25,1.5,4.0,6.1
23/04/2016,Man City,Stoke,4,0,2,2,0,2,33,11,14,6,2,8,8,9,4,0,0,0,0,1.3,6.0,11.0,1.3,5.5,8.5,1.3,5.0,9.0
24/04/2016,Leicester,Swansea,4,0,2,2,0,2,21,18,9,9,1,15,10,4,6,1,2,0,0,1.75,3.7,5.5,1.7,3.5,5.0,1.7,3.6,4.7
24/04/2016,Sunderland,Arsenal,0,0,1,0,0,1,22,12,20,3,7,10,8,7,7,2,4,0,0,4.5,4.0,1.8,4.5,3.8,1.72,4.3,3.65,1.75
25/04/2016,Tottenham,West Brom,1,1,1,1,0,2,23,19,16,2,3,8,13,9,7,0,1,0,0,1.22,7.0,15.0,1.25,5.5,12.0,1.25,5.5,10.3
30/04/2016,Arsenal,Norwich,1,0,2,0,0,1,23,14,12,3,3,8,7,7,3,1,0,0,0,1.29,6.5,11.0,1.25,6.0,12.5,1.22,5.5,12.0
30/04/2016,Everton,Bournemouth,2,1,2,1,1,1,26,12,16,5,2,4,8,3,5,1,0,0,0,2.0,3.8,3.8,2.0,3.6,3.7,1.9,3.45,3.8
30/04/2016,Newcastle,Crystal Palace,1,0,2,0,0,1,22,10,9,4,3,11,12,4,8,2,0,0,0,2.0,3.6,4.0,1.95,3.5,4.0,1.9,3.45,3.8
30/04/2016,Stoke,Sunderland,1,1,1,0,0,1,6,11,14,3,5,13,13,2,8,2,2,0,0,2.75,3.3,2.8,2.65,3.2,2.75,2.6,3.2,2.6
30/04/2016,Watford,Aston Villa,3,2,2,1,1,1,3,18,7,6,2,14,10,8,4,2,3,0,1,1.7,3.8,5.75,1.67,3.8,5.25,1.6,3.9,5.0
30/04/2016,West Brom,West Ham,0,3,0,0,2,0,18,15,8,5,4,14,7,8,6,0,0,0,0,4.0,3.4,2.1,3.8,3.5,2.0,3.1,3.3,2.2
1/5/2016,Man United,Leicester,1,1,1,1,1,1,24,21,14,6,3,16,10,6,5,3,0,0,1,2.1,3.4,3.9,2.1,3.4,3.6,1.9,3.45,3.8
1/5/2016,Southampton,Man City,4,2,2,2,1,2,1,14,6,7,5,12,9,8,2,2,1,0,0,2.8,3.4,2.7,2.7,3.4,2.6,2.65,3.3,2.5
1/5/2016,Swansea,Liverpool,3,1,2,2,0,2,31,18,11,9,3,12,13,4,7,2,2,0,1,3.1,3.5,2.4,3.1,3.4,2.3,3.1,3.3,2.2
2/5/2016,Chelsea,Tottenham,2,2,1,0,2,0,21,13,16,5,5,9,20,7,8,3,9,0,0,2.75,3.6,2.63,2.65,3.5,2.6,2.6,3.2,2.6
7/5/2016,Aston Villa,Newcastle,0,0,1,0,0,1,33,2,9,0,3,8,13,0,5,1,1,0,0,5.75,4.2,1.65,5.25,3.9,1.6,5.0,3.9,1.6
7/5/2016,Bournemouth,West Brom,1,1,1,0,1,0,21,12,12,4,4,5,8,5,3,2,1,0,0,1.95,3.6,4.2,1.9,3.4,4.0,1.9,3.15,4.2
7/5/2016,Crystal Palace,Stoke,2,1,2,0,1,0,16,17,12,4,3,8,18,4,3,2,3,0,0,2.05,3.5,3.9,2.05,3.2,3.7,1.85,3.45,4.0
7/5/2016,Leicester,Everton,3,1,2,2,0,2,1,32,9,8,5,4,12,12,4,0,3,0,0,1.91,4.0,4.0,1.83,3.5,4.25,1.9,3.45,3.8
7/5/2016,Norwich,Man United,0,1,0,0,0,1,6,8,15,2,2,11,10,1,6,1,0,0,0,4.5,3.6,1.91,4.1,3.4,1.87,3.7,3.5,1.9
7/5/2016,Sunderland,Chelsea,3,2,2,1,2,0,23,15,9,4,8,11,9,3,3,4,1,0,1,3.0,3.5,2.45,2.95,3.3,2.35,2.6,3.2,2.6
7/5/2016,West Ham,Swansea,1,4,0,0,2,0,24,25,13,7,6,11,8,13,3,3,0,0,0,1.44,4.75,8.0,1.45,4.25,6.75,1.47,4.0,6.6
8/5/2016,Liverpool,Watford,2,0,2,1,0,2,18,19,14,5,3,10,15,8,8,1,2,0,0,1.5,4.5,7.5,1.44,4.4,6.75,1.4,4.4,7.3
8/5/2016,Man City,Arsenal,2,2,1,1,1,1,3,14,5,3,2,16,10,7,2,2,1,0,0,2.5,3.6,2.9,2.55,3.4,2.6,2.4,3.2,2.85
8/5/2016,Tottenham,Southampton,1,2,0,1,1,1,14,20,10,6,2,8,16,10,2,0,3,0,0,2.05,3.6,3.9,1.91,3.6,3.7,1.9,3.45,3.8
10/5/2016,West Ham,Man United,3,2,2,1,0,2,22,20,3,6,2,6,18,6,2,1,3,0,0,3.0,3.5,2.45,2.85,3.5,2.4,3.0,3.2,2.3
11/5/2016,Liverpool,Chelsea,1,1,1,0,1,0,24,28,13,9,7,11,12,7,3,3,1,0,0,2.0,3.8,3.8,1.95,3.5,3.7,1.9,3.45,3.8
11/5/2016,Norwich,Watford,4,2,2,3,1,2,31,18,12,6,7,8,12,5,1,2,3,0,0,1.83,3.75,4.75,1.75,3.75,4.33,1.8,3.6,4.0
11/5/2016,Sunderland,Everton,3,0,2,2,0,2,3,14,17,8,6,15,7,5,5,1,0,0,0,1.75,4.0,5.0,1.72,3.5,5.0,1.55,4.0,5.4
15/05/2016,Arsenal,Aston Villa,4,0,2,1,0,2,21,16,5,7,2,12,6,5,4,0,1,0,0,1.17,9.0,17.0,1.16,7.0,16.0,1.17,6.5,14.0
15/05/2016,Chelsea,Leicester,1,1,1,0,0,1,6,17,18,4,5,4,12,7,6,0,0,0,0,2.3,3.75,3.1,2.25,3.6,2.9,2.1,3.3,3.3
15/05/2016,Everton,Norwich,3,0,2,2,0,2,18,15,10,8,2,7,11,4,11,0,0,0,0,1.8,4.0,4.5,1.75,3.8,4.33,1.85,3.45,4.0
15/05/2016,Newcastle,Tottenham,5,1,2,2,0,2,3,19,17,10,5,7,6,3,8,1,2,1,0,4.5,4.0,1.8,4.1,3.7,1.8,4.5,3.5,1.75
15/05/2016,Southampton,Crystal Palace,4,1,2,1,0,2,24,18,16,5,4,7,14,2,5,1,2,0,0,1.36,5.5,9.0,1.33,4.75,9.25,1.4,4.4,7.3
15/05/2016,Stoke,West Ham,2,1,2,0,1,0,23,7,20,4,7,8,12,4,10,3,1,0,0,3.5,3.6,2.15,3.3,3.4,2.1,2.9,3.3,2.3
15/05/2016,Swansea,Man City,1,1,1,1,1,1,22,4,18,1,5,4,19,4,4,1,3,0,0,6.0,4.75,1.53,5.75,4.5,1.48,7.0,4.0,1.45
15/05/2016,Watford,Sunderland,2,2,1,0,1,0,16,21,6,6,4,11,10,7,4,1,0,0,0,2.05,3.75,3.7,2.05,3.3,3.6,2.2,3.3,3.1
15/05/2016,West Brom,Liverpool,1,1,1,1,1,1,33,13,7,1,3,11,14,7,5,3,1,0,0,2.4,3.6,3.0,2.35,3.5,2.75,2.5,3.4,2.6
17/05/2016,Man United,Bournemouth,3,1,2,1,0,2,14,12,7,5,0,9,8,7,1,1,0,0,0,1.67,4.2,5.25,1.67,4.0,5.0,1.7,3.7,4.5
16/08/14,Arsenal,Crystal Palace,2,1,2,1,1,1,14,14,4,6,2,13,19,9,3,2,2,0,1,1.25,6.5,15.0,1.25,5.5,12.0,1.3,5.0,9.0
16/08/14,Leicester,Everton,2,2,1,1,2,0,23,11,13,3,3,16,10,3,6,1,1,0,0,3.2,3.4,2.4,2.9,3.2,2.4,2.9,3.3,2.3
16/08/14,Man United,Swansea,1,2,0,0,1,0,22,14,5,5,4,14,20,4,0,2,4,0,0,1.36,5.0,11.0,1.4,4.75,9.0,1.33,5.0,8.0
16/08/14,QPR,Hull,0,1,0,0,0,1,6,19,11,6,4,10,10,8,9,1,2,0,0,2.5,3.3,3.1,2.5,3.1,2.85,2.3,3.3,2.9
16/08/14,Stoke,Aston Villa,0,1,0,0,0,1,3,12,7,2,2,14,9,2,8,0,3,0,0,1.95,3.5,4.5,1.95,3.3,3.9,2.0,3.3,3.6
16/08/14,West Brom,Sunderland,2,2,1,1,1,1,26,10,7,5,2,18,9,6,3,3,1,0,0,2.25,3.4,3.5,2.3,3.25,3.1,2.2,3.3,3.1
16/08/14,West Ham,Tottenham,0,1,0,0,0,1,4,18,10,4,4,12,10,8,5,1,0,1,1,3.8,3.6,2.05,3.5,3.4,2.05,3.1,3.3,2.2
17/08/14,Liverpool,Southampton,2,1,2,1,0,2,21,12,12,5,6,8,11,2,6,1,2,0,0,1.33,5.75,10.0,1.36,4.5,8.75,1.35,4.8,7.6
17/08/14,Newcastle,Man City,0,2,0,0,1,0,20,12,13,0,5,8,11,3,3,1,5,0,0,5.25,4.33,1.67,4.75,3.8,1.67,4.9,3.7,1.65
18/08/14,Burnley,Chelsea,1,3,0,1,3,0,24,9,11,2,3,6,7,4,3,1,1,0,0,9.0,5.0,1.4,7.5,4.6,1.4,6.8,4.6,1.4
23/08/14,Aston Villa,Newcastle,0,0,1,0,0,1,22,9,11,0,4,11,8,7,7,4,0,0,1,2.5,3.4,3.0,2.6,3.25,2.9,2.3,3.3,2.9
23/08/14,Chelsea,Leicester,2,0,2,0,0,1,18,27,6,10,4,11,11,8,7,0,1,0,0,1.2,7.5,17.0,1.25,6.25,12.5,1.22,5.5,12.0
23/08/14,Crystal Palace,West Ham,1,3,0,0,2,0,21,9,17,4,8,14,11,6,9,1,3,0,0,2.5,3.3,3.1,2.5,3.0,2.95,2.3,3.3,2.9
23/08/14,Everton,Arsenal,2,2,1,2,0,2,16,8,13,2,3,10,18,3,3,1,4,0,0,2.8,3.4,2.7,2.75,3.25,2.7,2.75,3.3,2.4
23/08/14,Southampton,West Brom,0,0,1,0,0,1,31,8,8,2,2,14,15,1,5,1,2,0,0,1.85,3.7,4.75,1.87,3.75,4.2,1.95,3.35,3.7
23/08/14,Swansea,Burnley,1,0,2,1,0,2,6,10,12,5,1,14,13,2,3,2,1,0,0,1.65,4.0,6.0,1.7,3.6,5.75,1.7,3.6,4.7
24/08/14,Hull,Stoke,1,1,1,1,0,2,14,9,19,2,3,10,10,4,5,1,3,1,0,2.5,3.25,3.2,2.55,3.2,2.95,2.3,3.3,2.9
24/08/14,Sunderland,Man United,1,1,1,1,1,1,20,11,10,3,3,10,15,4,4,0,2,0,0,5.0,4.0,1.75,4.4,3.75,1.83,4.9,3.7,1.65
24/08/14,Tottenham,QPR,4,0,2,3,0,2,3,18,9,5,1,12,6,7,6,0,1,0,0,1.45,4.75,8.0,1.48,4.25,7.75,1.45,4.0,7.0
25/08/14,Man City,Liverpool,3,1,2,1,0,2,24,9,11,4,3,13,7,6,7,1,1,0,0,1.85,4.0,4.33,1.87,3.9,4.0,1.85,3.45,4.0
30/08/14,Burnley,Man United,0,0,1,0,0,1,4,9,7,3,2,10,14,3,6,2,2,0,0,6.0,4.2,1.62,5.75,4.0,1.62,5.6,3.9,1.55
30/08/14,Everton,Chelsea,3,6,0,1,2,0,14,17,12,7,8,7,16,8,2,1,3,0,0,3.75,3.3,2.2,3.5,3.3,2.2,3.6,3.3,2.0
30/08/14,Man City,Stoke,0,1,0,0,0,1,18,16,7,2,2,14,5,11,4,2,1,0,0,1.18,8.0,18.0,1.18,6.5,14.5,1.2,5.8,13.0
30/08/14,Newcastle,Crystal Palace,3,3,1,1,1,1,23,18,12,4,7,12,19,11,4,1,3,0,0,1.75,3.75,5.25,1.75,3.5,4.75,1.75,3.5,4.5
30/08/14,QPR,Sunderland,1,0,2,1,0,2,33,18,16,5,6,8,9,4,6,1,2,0,0,2.4,3.25,3.3,2.45,3.2,2.85,2.5,3.3,2.65
30/08/14,Swansea,West Brom,3,0,2,2,0,2,30,15,16,8,2,10,8,0,7,1,2,0,0,1.85,3.6,4.75,1.85,3.4,4.2,1.8,3.5,4.2
30/08/14,West Ham,Southampton,1,3,0,1,1,1,22,4,18,2,8,11,13,2,9,2,1,0,0,2.8,3.4,2.7,2.6,3.2,2.7,2.5,3.3,2.65
31/08/14,Aston Villa,Hull,2,1,2,2,0,2,21,11,9,4,3,9,10,3,7,1,4,0,0,2.3,3.3,3.5,2.35,3.1,3.1,2.1,3.3,3.3
31/08/14,Leicester,Arsenal,1,1,1,1,1,1,3,9,24,3,6,14,6,5,10,3,1,0,0,4.75,3.75,1.83,4.33,3.4,1.83,4.5,3.5,1.75
31/08/14,Tottenham,Liverpool,0,3,0,0,1,0,29,7,17,1,8,14,11,7,3,0,4,0,0,2.7,3.5,2.7,2.7,3.2,2.7,2.6,3.2,2.6
13/09/14,Arsenal,Man City,2,2,1,0,1,0,21,15,15,6,8,11,15,0,3,3,4,0,0,3.0,3.4,2.5,2.85,3.5,2.5,2.75,3.3,2.4
13/09/14,Chelsea,Swansea,4,2,2,1,1,1,16,29,11,9,2,12,11,7,4,0,3,0,0,1.3,5.75,12.0,1.3,5.0,9.5,1.3,5.0,9.0
13/09/14,Crystal Palace,Burnley,0,0,1,0,0,1,22,14,11,3,3,12,10,5,5,2,3,0,0,2.25,3.3,3.6,2.25,3.2,3.2,2.0,3.3,3.6
13/09/14,Liverpool,Aston Villa,0,1,0,0,1,0,18,18,5,1,1,9,10,7,6,2,1,0,0,1.3,6.0,11.0,1.3,5.5,11.0,1.27,5.2,10.0
13/09/14,Southampton,Newcastle,4,0,2,2,0,2,4,10,9,7,4,15,7,5,5,0,2,0,0,1.8,3.75,5.0,1.83,3.3,4.5,1.9,3.45,3.8
13/09/14,Stoke,Leicester,0,1,0,0,0,1,24,24,8,4,1,8,15,13,3,3,0,0,0,2.1,3.4,4.0,2.15,3.4,3.25,2.0,3.3,3.6
13/09/14,Sunderland,Tottenham,2,2,1,1,1,1,6,6,15,1,6,10,13,5,5,5,1,0,0,3.6,3.5,2.15,3.4,3.2,2.15,3.6,3.3,2.0
13/09/14,West Brom,Everton,0,2,0,0,1,0,3,11,11,1,4,12,8,9,1,2,3,0,0,3.5,3.5,2.2,3.3,3.2,2.2,3.2,3.2,2.2
14/09/14,Man United,QPR,4,0,2,3,0,2,29,19,9,9,2,11,8,3,1,1,0,0,0,1.29,6.25,12.0,1.33,5.0,11.5,1.27,5.2,10.0
15/09/14,Hull,West Ham,2,2,1,1,0,2,20,11,16,6,4,12,7,3,10,3,1,0,0,2.15,3.4,3.75,2.25,3.3,3.4,2.3,3.3,2.9
20/09/14,Aston Villa,Arsenal,0,3,0,0,3,0,23,6,9,2,3,11,9,5,5,1,3,0,0,4.75,3.6,1.85,4.2,3.4,1.85,4.0,3.45,1.85
20/09/14,Burnley,Sunderland,0,0,1,0,0,1,3,17,14,6,6,14,14,5,1,1,2,0,0,2.5,3.3,3.1,2.6,3.25,2.9,2.6,3.1,2.7
20/09/14,Newcastle,Hull,2,2,1,0,0,1,26,25,10,7,3,11,11,4,2,4,2,0,0,2.2,3.3,3.75,2.25,3.25,3.5,2.15,3.3,3.2
20/09/14,QPR,Stoke,2,2,1,1,1,1,20,21,8,5,4,6,15,10,1,2,4,0,0,2.8,3.25,2.8,2.8,3.1,2.8,2.6,3.1,2.7
20/09/14,Swansea,Southampton,0,1,0,0,0,1,14,5,11,2,4,11,15,2,4,0,4,1,0,2.5,3.3,3.1,2.6,3.25,2.9,2.4,3.3,2.75
20/09/14,West Ham,Liverpool,3,1,2,2,1,2,6,13,11,7,5,16,11,7,5,4,1,0,0,4.5,3.8,1.85,4.25,3.8,1.85,4.3,3.6,1.75
21/09/14,Everton,Crystal Palace,2,3,0,1,1,1,24,17,10,6,3,8,13,7,1,2,2,0,0,1.4,5.0,9.0,1.42,4.1,8.25,1.45,4.0,7.0
21/09/14,Leicester,Man United,5,3,2,1,2,0,21,15,16,5,5,11,9,2,4,1,1,0,1,5.5,4.2,1.67,4.75,3.8,1.67,5.6,3.9,1.55
21/09/14,Man City,Chelsea,1,1,1,0,0,1,22,16,6,4,2,16,12,14,2,3,4,1,0,2.38,3.5,3.1,2.4,3.4,3.0,2.4,3.3,2.75
21/09/14,Tottenham,West Brom,0,1,0,0,0,1,16,7,10,1,4,12,7,9,7,2,2,0,0,1.53,4.33,7.0,1.53,4.0,6.0,1.5,4.0,6.1
27/09/14,Arsenal,Tottenham,1,1,1,0,0,1,24,16,6,6,4,7,16,15,5,3,6,0,0,1.75,3.9,5.0,1.8,3.6,4.75,1.8,3.5,4.2
27/09/14,Chelsea,Aston Villa,3,0,2,1,0,2,29,17,7,8,1,11,9,9,2,2,2,0,0,1.22,7.0,16.0,1.25,5.5,11.0,1.25,5.5,10.3
27/09/14,Crystal Palace,Leicester,2,0,2,0,0,1,17,16,7,6,1,14,9,6,6,0,2,0,0,2.63,3.4,2.88,2.65,3.1,2.7,2.5,3.2,2.75
27/09/14,Hull,Man City,2,4,0,2,2,1,3,10,20,5,6,10,6,3,8,0,2,0,0,6.5,4.2,1.57,5.75,3.8,1.57,5.5,3.8,1.57
27/09/14,Liverpool,Everton,1,1,1,0,0,1,20,24,11,8,5,8,9,8,2,2,1,0,0,1.91,3.75,4.33,1.95,3.6,4.0,1.8,3.5,4.2
27/09/14,Man United,West Ham,2,1,2,2,1,2,18,8,13,3,4,10,12,7,10,1,3,1,0,1.4,5.5,8.0,1.4,4.6,7.25,1.35,4.8,7.6
27/09/14,Southampton,QPR,2,1,2,0,0,1,21,19,10,9,2,12,11,6,3,2,1,0,0,1.44,4.6,8.5,1.45,4.2,7.0,1.5,4.0,6.1
27/09/14,Sunderland,Swansea,0,0,1,0,0,1,4,15,7,3,1,13,15,10,1,2,1,0,1,2.9,3.3,2.63,2.8,3.2,2.7,2.6,3.1,2.7
28/09/14,West Brom,Burnley,4,0,2,2,0,2,14,20,10,6,2,7,9,10,2,1,2,0,0,2.0,3.5,4.2,2.0,3.4,4.0,1.9,3.45,3.8
29/09/14,Stoke,Newcastle,1,0,2,1,0,2,6,12,16,3,1,20,15,2,10,1,2,0,0,2.15,3.4,3.8,2.15,3.3,3.7,2.1,3.2,3.4
4/10/2014,Aston Villa,Man City,0,2,0,0,0,1,4,6,27,1,7,4,6,0,7,0,1,0,0,7.5,4.5,1.5,6.75,4.2,1.53,5.6,3.9,1.55
4/10/2014,Hull,Crystal Palace,2,0,2,0,0,1,22,15,11,2,2,6,14,6,7,1,2,0,0,2.1,3.5,3.8,2.1,3.2,3.6,2.2,3.3,3.1
4/10/2014,Leicester,Burnley,2,2,1,2,1,2,29,15,10,6,4,16,12,9,3,2,2,0,0,1.8,3.75,5.0,1.8,3.4,4.5,1.75,3.5,4.5
4/10/2014,Liverpool,West Brom,2,1,2,1,0,2,24,19,8,7,4,12,15,5,5,2,2,0,0,1.44,5.0,7.5,1.44,4.33,7.0,1.45,4.0,7.0
4/10/2014,Sunderland,Stoke,3,1,2,2,1,2,26,8,11,3,5,10,17,7,4,3,4,0,0,2.55,3.25,3.1,2.6,3.0,2.85,2.4,3.15,2.9
4/10/2014,Swansea,Newcastle,2,2,1,1,1,1,18,11,9,5,4,11,15,3,1,1,3,0,0,1.91,3.7,4.33,1.91,3.4,4.0,1.75,3.5,4.5
5/10/2014,Chelsea,Arsenal,2,0,2,1,0,2,20,5,10,3,0,14,10,2,2,4,3,0,0,1.67,4.2,5.25,1.72,3.75,5.25,1.67,3.6,5.0
5/10/2014,Man United,Everton,2,1,2,1,0,2,16,15,10,4,6,18,11,11,6,4,3,0,0,1.67,4.2,5.25,1.67,4.0,5.25,1.7,3.6,4.7
5/10/2014,Tottenham,Southampton,1,0,2,1,0,2,23,9,7,4,3,15,9,10,5,2,1,0,0,2.2,3.5,3.5,2.2,3.5,3.3,2.1,3.3,3.3
5/10/2014,West Ham,QPR,2,0,2,1,0,2,3,11,10,3,3,10,11,7,5,2,2,0,0,1.91,3.6,4.5,1.95,3.4,4.25,1.9,3.45,3.8
18/10/14,Arsenal,Hull,2,2,1,1,1,1,31,25,4,9,4,9,13,10,0,2,2,0,0,1.4,5.0,9.0,1.44,4.33,7.0,1.35,4.8,7.6
18/10/14,Burnley,West Ham,1,3,0,0,0,1,16,17,22,3,6,3,10,5,7,0,1,0,0,2.8,3.4,2.7,2.8,3.2,2.7,2.6,3.2,2.6
18/10/14,Crystal Palace,Chelsea,1,2,0,0,1,0,6,7,14,4,5,13,7,3,2,1,1,1,1,8.5,4.75,1.44,7.0,4.25,1.44,7.3,4.4,1.4
18/10/14,Everton,Aston Villa,3,0,2,1,0,2,3,15,10,6,2,11,16,3,4,2,2,0,0,1.6,4.0,6.5,1.62,3.7,5.5,1.65,3.6,5.1
18/10/14,Man City,Tottenham,4,1,2,2,1,2,14,20,19,12,7,11,9,3,4,1,2,0,1,1.45,4.75,8.0,1.5,4.33,7.0,1.45,4.0,7.0
18/10/14,Newcastle,Leicester,1,0,2,0,0,1,20,19,7,6,2,13,15,10,7,0,3,0,0,2.25,3.6,3.3,2.2,3.3,3.25,2.1,3.3,3.3
18/10/14,Southampton,Sunderland,8,0,2,3,0,2,1,20,12,11,1,11,8,5,6,1,3,0,0,1.57,4.0,7.0,1.62,3.75,5.25,1.65,3.6,5.1
19/10/14,QPR,Liverpool,2,3,0,0,0,1,29,15,15,6,5,10,15,7,2,2,3,0,0,6.0,4.2,1.6,5.75,4.0,1.62,5.1,3.6,1.65
19/10/14,Stoke,Swansea,2,1,2,1,1,1,24,17,13,3,5,17,7,3,5,4,1,0,0,2.5,3.3,3.1,2.5,3.25,3.0,2.4,3.2,2.85
20/10/14,West Brom,Man United,2,2,1,1,0,2,22,8,22,2,7,6,8,0,11,1,2,0,0,5.0,4.0,1.75,4.5,4.1,1.75,4.7,3.6,1.7
25/10/14,Liverpool,Hull,0,0,1,0,0,1,26,17,6,4,3,12,17,14,1,3,2,0,0,1.44,4.75,8.0,1.45,4.25,7.0,1.4,4.6,6.8
25/10/14,Southampton,Stoke,1,0,2,1,0,2,14,20,8,2,1,10,12,6,3,0,2,0,0,1.65,4.0,6.0,1.65,3.75,6.0,1.6,3.8,5.2
25/10/14,Sunderland,Arsenal,0,2,0,0,1,0,16,11,15,3,5,11,9,3,3,3,3,0,0,5.5,3.8,1.73,5.25,3.7,1.72,4.9,3.7,1.65
25/10/14,Swansea,Leicester,2,0,2,1,0,2,23,7,9,3,4,7,10,2,2,0,0,0,0,1.95,3.7,4.2,1.95,3.6,4.0,1.85,3.45,4.0
25/10/14,West Brom,Crystal Palace,2,2,1,0,2,0,21,17,8,4,6,14,8,6,3,3,1,0,0,1.91,3.6,4.5,1.91,3.4,4.0,1.9,3.45,3.8
25/10/14,West Ham,Man City,2,1,2,1,0,2,20,12,21,4,5,12,14,4,8,2,1,0,0,6.5,4.5,1.55,6.0,4.2,1.57,5.6,3.9,1.55
26/10/14,Burnley,Everton,1,3,0,1,2,0,1,14,15,3,6,12,7,5,4,4,2,0,0,4.75,3.75,1.83,4.6,3.6,1.85,4.2,3.5,1.8
26/10/14,Man United,Chelsea,1,1,1,0,0,1,29,19,9,7,4,13,14,4,7,3,5,0,1,2.88,3.6,2.5,2.75,3.5,2.55,2.6,3.2,2.6
26/10/14,Tottenham,Newcastle,1,2,0,1,0,2,3,17,8,2,2,9,12,10,2,2,4,0,0,1.75,3.9,5.0,1.8,3.75,4.6,1.7,3.6,4.7
27/10/14,QPR,Aston Villa,2,0,2,1,0,2,18,11,15,4,6,11,14,2,4,0,2,0,0,2.38,3.25,3.4,2.4,3.3,3.1,2.3,3.3,2.9
1/11/2014,Arsenal,Burnley,3,0,2,0,0,1,6,32,6,13,2,5,9,18,1,0,1,0,0,1.25,6.5,14.0,1.28,5.5,9.5,1.3,5.0,9.0
1/11/2014,Chelsea,QPR,2,1,2,1,0,2,23,18,7,8,1,8,12,13,2,0,0,0,0,1.17,8.5,21.0,1.18,6.25,15.0,1.17,6.5,14.0
1/11/2014,Everton,Swansea,0,0,1,0,0,1,16,17,8,3,0,10,15,11,0,2,3,0,1,1.75,3.8,5.25,1.75,3.6,4.5,1.72,3.6,4.6
